pl_name,hostname,hip,hd,snum,sy_dist,ra,dec,st_spectype,st_teff,st_rad,st_mass,st_lum,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,method,year
TOI-4479 b,TOI-4479,,,1,80.653,316.09694,24.65367,M3.0,3400,0.451,0.452,-1.6043,0.0164,1.1589,,2.82,,861,Transit,2022
TOI-2081 b,TOI-2081,,,1,62.345,264.30226,53.02557,M1.0,3800,0.534,0.54,-1.3385,0.0752,10.50534,,2.04,,488,Transit,2022
TOI-1272 b,TOI-1272,,,1,137.572,199.1962,49.86106,,5065,0.793,0.877,-0.426,0.0417,3.31599,0.35,4.132,27,975,Transit,2022
TOI-1272 c,TOI-1272,,,1,137.572,199.1962,49.86106,,5065,0.793,0.877,-0.426,0.079,8.6811,0.12,,21.7,,Radial Velocity,2022
KOI-984 c,KOI-984,,,1,252.667,291.04894,36.84008,,5295,0.818,0.928,,0.1467,21.512,0.38,,209.8,597,Transit Timing Variations,2022
TOI-5153 b,TOI-5153,,,1,390.484,91.54032,-19.95344,F8 V,6300,1.4,1.24,,0.158,20.33003,0.091,11.882,1036.121,906,Transit,2022
NGTS-20 b,NGTS-20,,,1,382.898,46.29264,-21.93365,G1 IV,5980,1.78,1.47,,0.313,54.18915,0.432,11.994,947.129,688,Transit,2022
HIP 21152 b,HIP 21152,21152,28736,2,43.407,68.02052,5.41007,F5 V,6655,,1.4,,17,22000,0.36,,7627.882,1300,Imaging,2022
TOI-1422 b,TOI-1422,,,1,155.141,354.24083,39.63928,G2 V,,,,,0.107,12.99894,0.2,3.83,9.5,870,Transit,2022
GJ 3512 c,GJ 3512,,,1,9.486,130.33166,59.49184,M5.5 V,3141,0.139,0.123,,1.731,2354,0.089,,143.976,,Radial Velocity,2020
CoRoT-7 d,CoRoT-7,,,1,159.906,100.95617,-1.06301,G9 V,5250,,0.915,,,8.966,,,17.142,,Radial Velocity,2022
CoRoT-35 b,CoRoT-35,,,1,1123.21,289.31435,-2.77471,F6 V,6390,1.65,1.01,,0.0429,3.22748,0,18.831,349.611,1747,Transit,2022
CoRoT-36 b,CoRoT-36,,,1,925.958,277.75101,7.18335,F3 V,6730,1.52,1.32,,0.066,5.61653,0,15.805,216.123,1567,Transit,2022
GJ 3929 c,GJ 3929,,,1,15.809,239.57757,35.40811,,3384,0.32,0.313,-1.9626,0.081,15.04,0,,5.71,317,Radial Velocity,2022
HD 93963 A b,HD 93963 A,,93963,2,82.343,162.7767,25.64107,,5908,1.031,1.084,0.0678,0.02061,1.03761,0,1.47,2.8,1842,Transit,2022
HD 93963 A c,HD 93963 A,,93963,2,82.343,162.7767,25.64107,,5908,1.031,1.084,0.0678,0.04726,3.64514,0,3.12,18.4,1212,Transit,2022
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,,,1,1220,271.915,-28.48522,WD,,,0.49,,2.07,,,,1.87,,Microlensing,2021
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,,,1,1220,271.915,-28.48522,WD,,,0.49,,22.3,,,,8581.367,,Microlensing,2021
TOI-128.01,TOI-128,24718,,1,68.473,79.52094,-80.96438,,6086,1.13,0.852,,0.05381,4.94047,,2.219,,1345,Transit,2024
TOI-139 b,TOI-139,,,1,42.406,336.40241,-34.90971,,4570,0.701,0.69,,,11.07085,,2.457,,561,Transit,2023
Kepler-1743 b,Kepler-1743,,,1,538.807,290.55236,48.12626,,5855,1.613,1.266,,,7.64971,,1.599,,,Transit,2021
Kepler-18 c,Kepler-18,,,1,433.047,298.07944,44.74625,,5345,1.108,0.972,-0.031,0.0752,7.64159,0,5.49,17.3,,Transit,2011
TOI-159 b,TOI-159,,,2,347.593,51.78227,-78.54983,F0 V,7287,1.62,1.661,0.8222,0.056,3.76284,0.24,18.18,1110,1891,Transit,2026
Kepler-815 b,Kepler-815,,,1,1259.28,285.22112,47.8813,,5028,3.42,1.25,,,8.57504,,4.11,,,Transit,2016
GJ 3090 b,GJ 3090,6365,,1,22.475,20.43843,-46.71472,M2 V,3707,0.516,0.519,-1.342,0.0316,2.8531,0.25,2.18,4.52,723,Transit,2022
HD 18599 b,HD 18599,13754,18599,2,38.565,44.26201,-56.19187,K2 V,5145,0.767,0.863,-0.4295,0.048,4.13744,0.34,2.6,24.1,,Transit,2022
TOI-181 b,TOI-181,,,1,96.234,352.17254,-34.49141,K,4994,0.745,0.822,-0.5258,0.0539,4.532,0.154,6.956,46.169,895,Transit,2023
TOI-199 b,TOI-199,,,1,102.27,80.10587,-59.89543,G9 V,5255,0.82,0.936,-0.3382,0.4254,104.854,0.09,9.079,54.031,,Transit,2023
Kepler-814 b,Kepler-814,,,1,2055.77,284.91053,48.43159,,6162,1.22,1.15,,,6.14699,,2.12,,,Transit,2016
TOI-205 b,TOI-205,,,1,177.759,7.97546,-56.96508,,6303,1.454,,,,4.25301,,2.501,,,Transit,2026
TOI-209 b,TOI-209,,,1,113.387,19.39418,-66.90307,,4807,0.743,,,,4.37944,,2.395,,,Transit,2026
Kepler-1667 b,Kepler-1667,,,1,626.819,283.53295,48.09436,,5942,1.088,1.09,0.1232,,83.5781,,2.984,,,Transit,2020
Kepler-813 b,Kepler-813,,,1,,285.66268,48.43533,,5743,0.93,0.95,,,19.12947,,2.14,,,Transit,2016
Kepler-812 b,Kepler-812,,,1,1482.74,288.85528,48.20852,,6761,1.71,1.45,,,10.11717,,3.55,,,Transit,2016
TOI-238 b,TOI-238,,,1,80.541,349.23108,-18.60665,K2 V,5059,0.756,0.781,,0.0212,1.2731,,1.559,3.37,1378,Transit,2024
TOI-244 b,TOI-244,,,1,22.034,10.56975,-36.71797,M2.5 V,3433,0.426,0.428,-1.6426,0.0559,7.39722,,1.52,2.68,458,Transit,2023
Kepler-811 b,Kepler-811,,,1,985.041,285.42416,47.83456,,5747,1.24,1.01,,,23.58448,,2.7,,,Transit,2016
TOI-260 b,TOI-260,,,1,20.185,4.77302,-9.96615,K8 V,4026,0.607,0.616,-1.059,0.0943,13.47585,0,1.71,4.23,493,Transit,2024
TOI-261.01,TOI-261,4739,,1,114.495,15.21814,-24.42399,,5890,1.28,0.497,,0.03479,3.36393,,3.045,,1722,Transit,2021
TOI-261.02,TOI-261,4739,,1,114.495,15.21814,-24.42399,,5890,1.314,,,,13.03936,,3.348,,1008,Transit,2021
TOI-262 b,TOI-262,10117,,1,43.932,32.53469,-31.07063,K0 V,5310,0.853,0.913,,0.163,11.14529,,2.07,,584,Transit,2023
HIP 8152 b,HIP 8152,8152,,1,101.694,26.20925,-18.40138,,5618,0.96,0.937,-0.0804,0.093,10.75101,0,2.536,8.9,795,Transit,2023
Kepler-287 c,Kepler-287,,,1,835.86,290.92743,48.44346,,5806,1.032,,,0.246,44.8519,,3.26,,,Transit,2014
HIP 8152 c,HIP 8152,8152,,1,101.694,26.20925,-18.40138,,5618,0.96,0.937,-0.0804,0.139,19.60562,0.2,2.524,10.7,651,Transit,2023
TOI-277 b,TOI-277,,,1,64.669,19.0767,-20.95328,,4031,0.362,0.16,,0.0269,3.994,,2.65,,,Transit,2022
Kepler-286 b,Kepler-286,,,1,1226.85,290.67619,48.29424,,5580,0.863,,,0.027,1.7963,,1.24,,,Transit,2014
TOI-283 b,TOI-283,,,1,82.701,118.56931,-65.44148,K,5213,0.85,0.8,-0.3372,0.123,17.61745,0,2.34,6.54,661,Transit,2025
TOI-286 b,TOI-286,,,1,59.229,90.98428,-60.66633,K3 V,5152,0.78,0.832,-0.4136,0.0503,4.51172,0,1.42,4.53,979,Transit,2024
TOI-286 c,TOI-286,,,1,59.229,90.98428,-60.66633,K3 V,5152,0.78,0.832,-0.4136,0.213,39.36183,0,1.88,3.72,475,Transit,2024
Kepler-69 b,Kepler-69,,,1,730.625,293.2609,44.86887,G4 V,5638,0.93,0.81,-0.097,0.094,13.72234,0.16,2.24,,779,Transit,2013
Kepler-285 b,Kepler-285,,,1,824.31,291.39085,48.06554,,5411,0.808,,,0.036,2.63387,,1.34,,,Transit,2014
Kepler-810 b,Kepler-810,,,1,1458.59,296.61486,48.08256,,5803,1.04,1.03,,,4.59725,,1.93,,,Transit,2016
Kepler-809 b,Kepler-809,,,1,961.405,289.08363,48.01807,,5734,0.98,0.99,,,55.63934,,3.01,,,Transit,2016
TOI-329 b,TOI-329,,,1,284.388,351.3211,-15.63463,,5614,1.533,1.068,0.3251,0.0638,5.70439,0.39,4.941,40.4,1213,Transit,2024
TOI-332 b,TOI-332,,,1,222.852,348.05895,-44.87649,K0 V,5251,0.87,0.88,,0.0159,0.77704,0,3.2,57.2,1871,Transit,2023
Kepler-284 b,Kepler-284,,,1,1031.95,293.14657,47.72971,,5615,0.814,,,0.104,12.69915,,2.24,,,Transit,2014
TOI-333 b,TOI-333,,,1,352.269,353.3575,-41.17152,,6241,1.1,1.2,,0.049,3.78525,0,4.26,20.1,1445,Transit,2025
Kepler-808 b,Kepler-808,,,1,,291.59415,48.44549,,4653,0.71,0.76,,,0.63133,,1.46,,,Transit,2016
Kepler-432 b,Kepler-432,,,2,848.023,293.28223,48.28592,,4995,4.06,1.32,,0.301,52.50113,0.513,12.834,1719.46,,Transit,2015
Kepler-283 b,Kepler-283,,,1,468.094,293.61374,47.83894,,4351,0.566,,,0.082,11.00815,,2.13,,,Transit,2014
TOI-375 b,TOI-375,,,1,396.213,47.1499,-77.38333,,5260,2.9,1.441,0.76,0.099,9.45469,0.087,10.772,236.782,1373,Transit,2026
Kepler-463 b,Kepler-463,,,1,394.804,298.93682,44.85786,,5661,0.9,0.87,,,8.98102,,3.05,,,Transit,2016
TOI-406.01,TOI-406,,,1,31.06,49.26264,-42.24415,M3,3392,0.41,0.408,-1.7144,0.0809,13.17568,0.056,2.08,6.57,368,Transit,2024
TOI-406 c,TOI-406,,,1,31.06,49.26264,-42.24415,M3,3392,0.41,0.408,-1.7144,0.0322,3.30744,0.032,1.32,2.08,584,Transit,2024
TOI-411 c,HD 22946,17047,22946,1,62.779,54.81954,-42.76303,,6169,1.117,1.098,,0.1017,9.57308,,2.328,9.72,931,Transit,2022
TOI-411 b,HD 22946,17047,22946,1,62.779,54.81954,-42.76303,,6169,1.117,1.098,,0.05727,4.0403,,1.362,13.71,1241,Transit,2022
TOI-444 b,TOI-444,19950,,1,57.397,64.184,-26.76641,K1/2 V,5225,0.779,0.96,,0.133,17.9636,,2.77,,609,Transit,2023
HD 15906 b,HD 15906,,15906,1,45.562,38.27125,-10.35218,K V,4757,0.762,0.79,-0.5686,0.09,10.92471,0.11,2.24,,668,Transit,2023
TOI-469.01,TOI-469,29442,42813,1,68.192,93.05784,-14.64932,,5289,0.98,0.901,,0.111,13.63082,,3.41,9.1,716,Transit,2021
TOI-470 b,TOI-470,,,1,130.46,94.0099,-25.03141,G,5190,0.831,0.87,,0.119,12.19148,,4.34,,660,Transit,2023
TOI-480 b,TOI-480,27849,,1,54.531,88.37846,-16.2654,,6174,1.488,1.279,0.462,0.077,6.8662,0,2.854,20.8,1199,Transit,2024
TOI-512 b,TOI-512,,,1,67.397,96.6467,-38.60721,,5277,0.89,0.74,-0.257,,7.18886,0.02,1.54,3.57,1009,Transit,2025
TOI-521 b,TOI-521,,,1,60.943,123.34426,12.22211,M3,3544,0.421,0.42,-1.5986,0.0195,1.54285,0,1.98,5.3,794,Transit,2025
HD 25463 b,HD 25463,18893,25463,1,45.618,60.74834,9.20777,,6353,1.418,1.251,0.4728,0.076,7.04914,0,2.545,8.7,1198,Transit,2023
HD 25463 c,HD 25463,18893,25463,1,45.618,60.74834,9.20777,,6353,1.418,1.251,0.4728,0.0443,3.04405,0,1.364,4.3,1586,Transit,2023
Kepler-806 b,Kepler-806,,,1,361.896,296.0072,44.85357,,5770,1.16,0.99,,,8.0922,,1.14,,,Transit,2016
Kepler-805 b,Kepler-805,,,1,638.49,293.23002,45.05336,,6112,1.65,1.19,,,30.86389,,2.89,,,Transit,2016
Kepler-1742 b,Kepler-1742,,,1,669.573,286.96681,44.99243,,5776,0.849,0.939,,,49.4782,,2.178,,,Transit,2021
TOI-615 b,TOI-615,,,1,360.408,133.40869,-40.5437,F2 V,6850,1.732,1.449,0.7679,0.0678,4.6616,0.39,18.977,138.255,1666,Transit,2023
TOI-622 b,TOI-622,,,1,123.297,125.30505,-46.4843,F6 V,6400,1.415,1.313,0.4741,0.0708,6.40251,0.42,9.236,96.302,1388,Transit,2023
Kepler-804 b,Kepler-804,,,1,649.65,293.37221,44.78518,,5817,1.05,1.01,,,14.37457,,1.94,,,Transit,2016
Kepler-282 d,Kepler-282,,,1,1337.61,284.67724,44.79764,,,0.89,0.97,,,24.806,,2.46,61,,Transit,2013
TOI-654.01,TOI-654,,,1,57.755,164.72455,-5.54754,M2 V,3521,0.43,0.419,-1.6091,0.01944,1.52756,0,2.378,8.71,794,Transit,2024
TOI-663 b,TOI-663,,,1,64.231,160.06585,-8.51108,M1 V,3681,0.512,0.514,,0.0295,2.5989,,2.27,4.45,674,Transit,2024
Kepler-1991 c,Kepler-1991,,,1,855.82,285.03605,45.07099,,5478,1.053,0.914,,0.1528,22.7902,0,2.57,,634,Transit,2023
TOI-663 c,TOI-663,,,1,64.231,160.06585,-8.51108,M1 V,3681,0.512,0.514,,0.0437,4.69555,,2.26,3.65,553,Transit,2024
TOI-663 d,TOI-663,,,1,64.231,160.06585,-8.51108,M1 V,3681,0.512,0.514,,0.0576,7.10273,,1.92,5.2,482,Transit,2024
TOI-669 b,TOI-669,,,1,142.867,158.9007,-5.18137,,5597,0.988,0.924,-0.0625,0.048,3.94515,0,2.586,10,1125,Transit,2023
TOI-672 b,TOI-672,,,1,66.907,167.99086,-39.32812,M0 V,3810,0.54,0.54,-1.3189,0.0376,3.63358,0,5.31,50.9,700,Transit,2023
Kepler-410 A b,Kepler-410 A,,175289,2,147.527,283.15104,45.14008,,6273,1.352,1.214,0.435,0.1226,17.83365,0.17,2.838,,,Transit,2013
Kepler-803 b,Kepler-803,,,1,639.771,299.22167,44.6939,,5919,1.12,1.05,,,50.28638,,3.79,,,Transit,2016
TOI-682.01,TOI-682,,,1,83.155,167.88543,-22.07278,,5085,1.08,,,,6.83924,,3.742,,1090,Transit,2021
Kepler-421 b,Kepler-421,,,1,348.558,283.25681,45.08768,G9/K0,5308,0.757,0.794,-0.398,1.219,704.1984,0.041,4.16,,185,Transit,2014
TOI-697 b,TOI-697,,,1,93.771,69.70422,-36.68133,,5682,0.968,,,,8.60789,,2.359,,,Transit,2026
Kepler-802 b,Kepler-802,,,1,780.585,286.0158,45.00774,,5507,0.9,0.93,,,40.05875,,3.54,,,Transit,2016
TOI-700 e,TOI-700,,,1,31.127,97.09572,-65.57861,M2.5 V,3459,0.421,0.415,-1.6402,0.134,27.80978,0.059,0.953,,,Transit,2023
TOI-707 b,TOI-707,,,1,130.959,98.72959,-67.53727,,5424,0.978,0.99,-0.1085,0.275,52.79918,,2.416,,492,Transit,2026
TOI-712 b,TOI-712,,,1,58.621,92.93611,-65.82584,K4.5 V,4622,0.674,0.732,-0.7279,0.07928,9.53136,0.54,2.049,,650,Transit,2022
TOI-712 c,TOI-712,,,1,58.621,92.93611,-65.82584,K4.5 V,4622,0.674,0.732,-0.7279,0.2447,51.69906,0.089,2.701,,370,Transit,2022
TOI-712 d,TOI-712,,,1,58.621,92.93611,-65.82584,K4.5 V,4622,0.674,0.732,-0.7279,0.3405,84.8396,0.073,2.474,,314,Transit,2022
TOI-715 b,TOI-715,,,1,42.405,113.85233,-73.57741,M4,3075,0.24,0.225,,0.083,19.288,,1.55,,234,Transit,2023
Kepler-57 b,Kepler-57,,,1,644.14,293.64131,44.65707,,5188,0.826,0.859,,,5.72,0.016,3.135,25.06,,Transit,2012
TOI-733 b,TOI-733,,,1,75.209,159.40932,-40.88826,G,5585,0.949,0.956,-0.0862,0.0618,4.88476,0.046,1.992,5.72,1056,Transit,2023
TOI-756 b,TOI-756,,,1,86.176,192.10374,-45.47047,M1 V,3657,0.505,0.505,-1.3872,0.018,1.23925,0,2.81,9.83,934,Transit,2025
TOI-757 b,TOI-757,,,1,60.342,187.99484,-35.55445,K0 V,5278,0.78,0.8,-0.3767,0.122,17.46819,0.39,2.5,10.5,641,Transit,2024
TOI-762 A b,TOI-762 A,,,2,98.446,166.07474,-47.8215,,3266,0.425,0.442,-1.7328,0.03418,3.47168,0.083,8.339,79.775,555,Transit,2024
TOI-771 b,TOI-771,,,1,25.279,164.11389,-72.98517,M3,3370,0.232,0.22,-2.2034,0.0208,2.32602,0.055,1.36,2.47,543,Transit,2024
TOI-778 b,TOI-778,,115447,1,161.743,199.33385,-15.2737,F3 V,6643,1.71,1.4,0.7604,0.06,4.63361,0.21,15.4,878,1561,Transit,2023
Kepler-801 b,Kepler-801,,,1,440.426,286.07518,44.66463,,4435,0.63,0.67,,,11.41928,,2,,,Transit,2016
TOI-782 b,TOI-782,,,1,52.512,183.92036,-18.91034,,3370,0.413,0.397,-1.7025,0.0578,8.024,0.19,2.734,19.1,435,Transit,2024
TOI-784 b,HD 307842,,307842,1,64.6,159.34122,-63.65569,G,5558,0.907,0.91,,0.038,2.79704,0,1.93,9.67,,Transit,2023
Kepler-800 b,Kepler-800,,,1,1019.26,286.57477,44.79519,,5315,0.82,0.85,,,14.13176,,2.85,,,Transit,2016
TOI-799 b,TOI-799,,,1,158.526,98.46912,-52.4603,,5663,0.916,,,,5.54519,,2.066,,,Transit,2026
TOI-808 b,TOI-808,,,1,98.185,133.74855,-44.28863,,5078,0.833,,,,9.73945,,2.203,,,Transit,2026
TOI-815 b,TOI-815,,,2,59.712,155.87194,-43.83492,K3 V,4869,0.77,0.776,,0.0903,11.19726,0.2,2.94,7.6,686,Transit,2024
WASP-108 b,WASP-108,,,1,258.777,195.82816,-49.63977,F9,,,,,,,,15.132,,1589,Transit,2020
Kepler-799 b,Kepler-799,,,1,,287.1749,44.87848,,5681,0.93,0.95,,,133.46052,,6.88,,,Transit,2016
TOI-836.01,TOI-836,73427,,1,27.502,225.07988,-24.4542,K V,4552,0.665,0.678,,0.075,8.59545,0.078,2.587,9.6,665,Transit,2021
TOI-836 b,TOI-836,73427,,1,27.502,225.07988,-24.4542,K V,4552,0.665,0.678,,0.0422,3.81673,0.053,1.704,4.53,871,Transit,2023
TOI-858 B b,TOI-858 B,,,2,250.489,60.19983,-54.59292,G0,5842,1.308,1.081,0.2529,0.04435,3.27972,0.15,14.067,349.611,1529,Transit,2023
Kepler-281 c,Kepler-281,,,1,1745.45,294.10815,44.77065,,5723,0.899,,,0.215,36.33737,,5.31,,,Transit,2014
TOI-871 b,TOI-871,,,1,68.047,74.73763,-50.62742,,4929,0.719,0.758,-0.56,0.1054,14.36257,,1.664,,621,Transit,2024
KOI-1257 b,KOI-1257,,,2,,291.22509,44.92729,G5 V,5520,1.13,0.99,,0.382,86.64766,0.772,10.54,460.83,511,Transit,2014
TOI-880 c,TOI-880,,,1,60.668,94.16447,-13.98734,K,5050,0.83,0.87,,0.0635,6.38727,,4.95,,805,Transit,2025
TOI-880.02,TOI-880,,,1,60.668,94.16447,-13.98734,K,5050,0.83,0.87,,0.0349,2.57571,,2.19,,1085,Transit,2024
TOI-883 b,TOI-883,,,1,102.637,103.36906,-6.50783,,5713,1.015,,,,10.05772,,7.172,,,Transit,2026
Kepler-115 c,Kepler-115,,,1,623.609,297.71193,45.26199,,5979,1.205,,,0.087,8.99089,,2.6,,,Transit,2014
TOI-904 b,TOI-904,,,1,46.089,89.37127,-83.12973,,3770,0.527,0.557,-1.2924,0.056,10.8772,,2.426,,429,Transit,2023
TOI-904 c,TOI-904,,,1,46.089,89.37127,-83.12973,,3770,0.527,0.557,-1.2924,0.312,83.9997,,2.167,,217,Transit,2023
TOI-907.01,TOI-907,,,1,312.529,262.18341,-62.84038,,6272,2.06,1.069,,0.05523,4.58491,,9.616,,1847,Transit,2024
TOI-908 b,TOI-908,,,1,175.748,53.15943,-81.25074,G V,5626,1.028,0.95,,0.04166,3.18379,0.132,3.186,16.137,1317,Transit,2023
LHS 475 b,LHS 475,,,1,12.481,290.23794,-82.55979,M3.5 V,3300,0.279,0.262,,,2.02909,,0.991,,586,Transit,2023
TOI-912 b,TOI-912,,,1,26.107,229.32857,-80.47334,M3,3572,0.419,0.418,-1.5901,0.041,4.67807,0.58,1.93,5.1,551,Transit,2025
TOI-913 b,TOI-913,,,1,65.177,234.57232,-80.80343,,4969,0.733,0.82,,,11.09864,,2.453,,712,Transit,2023
TOI-921 b,TOI-921,,,1,294.015,99.6742,-56.22054,,6012,1.142,,,,5.12872,,3.534,,,Transit,2026
TOI-929 b,TOI-929,,,1,114.421,45.90717,-39.93078,,4457,0.717,,,,5.83015,,2.69,,,Transit,2026
TOI-938 b,TOI-938,,,1,215.034,63.03234,-12.11884,,5829,0.985,,,,8.80734,,4.824,,,Transit,2026
TOI-941 b,TOI-941,,,1,263.386,78.30052,6.54591,,5746,1.185,,,,8.51461,,6.512,,,Transit,2026
TOI-969 b,TOI-969,,,1,77.255,115.13669,2.09859,K V,4435,0.671,0.734,,0.02636,1.82373,,2.765,9.1,941,Transit,2022
Kepler-798 b,Kepler-798,,,1,972.274,292.47828,42.14228,,6224,1.29,1.19,,,13.71933,,2.39,,,Transit,2016
TOI-1011 b,TOI-1011,36964,,1,52.62,113.98476,-32.842,,5475,0.92,0.91,-0.1549,,2.4705,0,1.45,4.04,,Transit,2025
TOI-1036 b,TOI-1036,,,1,184.015,157.86711,-42.24045,,5665,1.176,,,,3.77952,,6.285,,,Transit,2026
Kepler-56 c,Kepler-56,,,1,912.994,293.7583,41.87181,,4840,4.23,1.32,,0.1652,21.40239,,9.8,181,,Transit,2012
Kepler-280 b,Kepler-280,,,1,780.361,291.39053,42.18047,,5744,0.886,,,0.032,2.13954,,1.45,,,Transit,2014
TOI-1052 b,TOI-1052,,212729,1,129.804,337.51027,-75.64656,,6146,1.264,1.204,,0.09103,9.1397,0.18,2.87,16.9,1135,Transit,2023
TOI-1054.01,TOI-1054,99212,,1,88.434,302.11417,-54.3175,,6122,1.17,,,,15.50779,,2.434,,853,Transit,2021
TOI-1080 b,TOI-1080,,,1,25.559,276.36832,-52.21457,M4.0&plusmn;1.0 V,3065,0.202,0.167,-2.4895,0.0272,3.96525,,1.2,10.7,368,Transit,2026
Kepler-797 b,Kepler-797,,,1,1315.26,297.20891,41.78164,,5680,0.95,0.96,,,27.07238,,2.17,,,Transit,2016
HD 109833 b,HD 109833,61723,109833,1,79.556,189.77586,-74.57402,,5881,1,1.08,0.0719,,9.18853,0.18,2.888,,,Transit,2022
HD 109833 c,HD 109833,61723,109833,1,79.556,189.77586,-74.57402,,5881,1,1.08,0.0719,,13.90015,0.3,2.59,,,Transit,2022
Kepler-279 c,Kepler-279,,,1,1037.4,287.3913,42.19482,,,1.07,1.1,,,35.736,,4.3,49.4,,Transit,2013
TOI-1105 b,TOI-1105,,,1,79.522,146.05397,-89.47151,,4678,0.756,,,,10.86818,,3.058,,,Transit,2026
TOI-1117 b,TOI-1117,,,1,167.598,273.60206,-66.41997,G5 V,5635,1.05,0.97,-0.4437,0.033,2.22816,0,2.46,8.9,1538,Transit,2025
TOI-1135 b,TOI-1135,62908,,1,114.048,193.39637,85.1295,,6320,1.202,1.119,0.3181,0.0815,8.02773,0.062,9.92,58.798,1171,Transit,2024
TOI-1136 d,TOI-1136,,,1,84.536,192.1849,64.85528,,5770,0.968,1.022,,0.1062,12.5199,0.042,,8.35,843,Transit,2022
TOI-1136 c,TOI-1136,,,1,84.536,192.1849,64.85528,,5770,0.968,1.022,,0.0669,6.2574,0.11,,6.32,1062,Transit,2022
TOI-1136 f,TOI-1136,,,1,84.536,192.1849,64.85528,,5770,0.968,1.022,,0.174,26.321,0.001,,9.7,658,Transit,2022
TOI-1136 e,TOI-1136,,,1,84.536,192.1849,64.85528,,5770,0.968,1.022,,,18.801,0.043,,6.07,737,Transit,2022
TOI-1173 b,TOI-1173,,,2,132.353,197.6831,70.76801,G9,5350,0.934,0.911,,0.0696,7.06466,0.023,9.19,27.4,868,Transit,2024
TOI-1174 b,TOI-1174,,,1,94.638,209.21718,68.61821,,5030,0.76,0.85,,0.07994,8.95349,,2.562,,,Transit,2024
TOI-1180 b,TOI-1180,,,1,72.024,214.55577,82.19376,,4738,0.73,0.75,,0.0808,9.68676,,3.072,,,Transit,2024
TOI-1184 b,TOI-1184,,,1,58.595,272.20452,60.67878,,4534,0.69,0.71,,0.05603,5.74843,,2.39,,,Transit,2024
TOI-1194 b,TOI-1194,,,1,149.667,167.82148,69.96477,,5394,0.961,0.984,-0.1512,0.034,2.31064,0,8.717,120,1264,Transit,2023
TOI-1199 b,TOI-1199,,,1,248.427,166.88066,61.35257,,5710,1.45,1.23,0.3043,0.04988,3.67146,0.03,10.514,75.961,1486,Transit,2024
TOI-1203.01,TOI-1203,54779,,1,64.994,168.22674,-34.40694,G3 V,5737,1.179,0.886,,0.1632,25.50267,0.032,2.918,7.39,744,Transit,2021
Kepler-44 b,Kepler-44,,,1,1188,300.10235,45.76219,G2 IV,5800,1.35,1.12,,0.0446,3.24673,0.066,12.22,317.82,1544,Transit,2011
TOI-1221 b,TOI-1221,,,1,138.411,107.92103,-65.50886,,5592,1.031,0.93,,0.387,91.68278,0.21,2.91,1112.399,440,Transit,2023
TOI-1226 b,TOI-1226,,,1,257.93,103.75484,-69.86713,,5435,0.987,,,,3.92881,,2.41,,,Transit,2026
HD 56414 b,HD 56414,,56414,1,272.217,107.84368,-68.83334,,8500,1.751,1.89,1.1581,0.229,29.04992,0.68,3.71,,1133,Transit,2022
TOI-1230.01,TOI-1230,,,1,143.138,118.12959,-83.82506,,5696,1.153,,,,25.05713,,3.24,,689,Transit,2021
TOI-1232 b,TOI-1232,,,1,328.604,116.5014,-61.87979,G1 V,5823,1.072,1.058,0.073,0.117,14.256,0.065,10.929,220.573,,Transit,2026
TOI-1238 c,TOI-1238,,,1,70.715,201.38234,68.83607,K7/M0,4089,0.58,0.59,-1.0825,0.037,3.29474,0.15,2.11,8.32,695,Transit,2022
TOI-1238 b,TOI-1238,,,1,70.715,201.38234,68.83607,K7/M0,4089,0.58,0.59,-1.0825,0.0139,0.7646,0.25,1.21,3.76,1133,Transit,2022
TOI-1243 b,TOI-1243,,,1,43.187,135.73264,71.63642,M2.0 V,3515,0.511,0.515,-1.4455,,4.65948,,2.33,7.7,450,Transit,2026
TOI-1244 b,TOI-1244,,,1,102.551,256.27956,69.51909,,4599,0.721,0.73,,0.06069,6.40032,,2.467,,,Transit,2024
HD 135694 b,HD 135694,74326,135694,1,73.871,227.86786,71.8413,,5712,1.08,1.02,,0.1247,15.92348,,2.857,,,Transit,2023
TOI-1248 b,TOI-1248,,,1,168.735,259.02359,63.10561,,5205,0.869,0.904,-0.3002,0.051,4.36016,0,6.808,27.4,952,Transit,2024
TOI-1249 b,TOI-1249,,,1,139.49,200.56158,66.30853,,5497,0.979,1.006,-0.1013,0.109,13.07915,0,3.271,11.9,727,Transit,2024
TOI-1269 b,TOI-1269,,,1,172.138,249.69664,64.55918,,5499,0.852,0.903,-0.2197,0.0496,4.25299,0,2.401,6.4,1005,Transit,2024
TOI-1269 c,TOI-1269,,,1,172.138,249.69664,64.55918,,5554,0.849,,,,9.23786,,2.23,,,Transit,2026
TOI-1273 b,TOI-1273,,,1,177.118,214.12086,58.39025,,5690,1.06,1.06,0.0294,0.0549,4.6313,0.055,11.097,70.558,1211,Transit,2024
Kepler-278 b,Kepler-278,,,1,443.03,290.10721,38.70227,K2 III-IV,4965,2.861,1.227,0.6493,0.202,30.1556,0.696,3.955,56,586,Transit,2014
TOI-1279 b,TOI-1279,,,1,107.055,185.06287,56.20141,,5457,0.843,0.878,-0.2434,0.085,9.61419,0,2.661,10.6,759,Transit,2024
